company_Id|product|product_price|company_state
49ae49a23f67c759|water|40.13239|PA, SC
4d5b995358e7798b|water|40.28201|SC, TO
45f31d16b1058d58|water|76.67581|SC
bb04af0f7ecaee4a|water|75.67446|PR, SC
93fb9d4b16aa750c|water|100.56727|SC, RJ
70efba66d3d8d531|water|25.082956|SP, SC
13168e6a2e6c84b4|water|93.50038|SC, RS
ee26fc66b1369c76|water|14.585805|SC, MG
f52854cc99ae1c19|water|17.582642|TO, SC
e82c4b19b8151ddc|water|6.529597|SC
fecf2c550171d319|water|32.01567|SC, TO
b7f1f29db7c23648|water|48.81865|SC
544a4f59f6915741|water|61.050266|SC, MG
0b6ace9e8971cf36|water|41.978302|SC, PR
c0e8517b1fe0b527|water|90.6068|SC
820e694038fadbf9|water|63.664707|SC
63154d5661f774fb|water|70.40099|SC
bd22c2ef9e6f0fa9|water|50.993153|SC, RJ
ddf88ea64eaed0f3|water|41.868973|SC, MG
c0a62e133894cdce|water|60.801476|SC
f2708856060b3b50|water|47.655956|PR, SC
ec1f764517b7ffb5|water|70.77953|RS, SC
