company_Id|product|product_price|company_state
c81e728d9d4c2f63|water|64.69291|RJ
c51ce410c124a10e|water|27.765493|PA
d645920e395fedad|water|7.5623817|PA, PR
9fc3d7152ba9336a|water|93.27272|BA, BA
42a0e188f5033bc6|water|49.67389|PA, PA
2a79ea27c279e471|water|63.358604|MG, SP
2a79ea27c279e471|water|84.35444|MG, SP
bf8229696f7a3bb4|water|19.921013|BA
3644a684f98ea8fe|water|77.1444|RS, MG
060ad92489947d41|water|9.984737|BA, SP
a666587afda6e89a|water|86.042854|MG
b6f0479ae87d2449|water|17.083183|MG, RJ
2421fcb1263b9530|water|95.39223|MG, SP
15d4e891d784977c|water|32.085632|SP, SP
49ae49a23f67c759|water|40.13239|PA, SC
e44fea3bec53bcea|water|56.740913|RJ, RS
c399862d3b9d6b76|water|99.953995|PA, RJ
258be18e31c81885|water|2.3981755|SP, PA
851ddf5058cf22df|water|39.501682|MG
051e4e127b92f5d9|water|78.83056|TO
55743cc0393b1cb4|water|53.85318|RS, PA
30ef30b64204a308|water|41.846737|MG
dc6a70712a252123|water|14.865083|SP
556f391937dfd439|water|58.95789|PA
59c33016884a6211|water|25.470594|PA
6cd67d9b6f0150c7|water|98.064545|MG
3a835d3215755c43|water|76.19072|MG, BA
2dace78f80bc92e6|water|38.40288|TO, TO
43fa7f58b7eac7ac|water|58.076054|PR
4d5b995358e7798b|water|40.28201|SC, TO
b86e8d03fe992d1b|water|12.344786|PA, MG
5705e1164a8394aa|water|30.34556|PA
4fac9ba115140ac4|water|68.27565|RS
c6036a69be21cb66|water|83.00743|SP
45f31d16b1058d58|water|76.67581|SC
c44e503833b64e9f|water|27.702978|PR
a9078e8653368c9c|water|21.143673|RJ
e00406144c1e7e35|water|49.44413|PA, BA
bb04af0f7ecaee4a|water|75.67446|PR, SC
93fb9d4b16aa750c|water|100.56727|SC, RJ
76cf99d3614e23ea|water|30.856256|RS
d10ec7c16cbe9de8|water|47.757465|TO, BA
8d3369c4c086f236|water|60.761494|MG, BA
9683cc5f89562ea4|water|89.351074|BA
4fa7c62536118cc4|water|67.50108|SP, RJ
7b5b23f4aadf9513|water|78.59171|PR, RJ
0ed9422357395a0d|water|7.74969|PR, PA
571d3a9420bfd921|water|57.580887|BA, SP
0c9ebb2ded806d7f|water|8.671401|MG
70efba66d3d8d531|water|25.082956|SP, SC
88a199611ac2b85b|water|28.508883|RJ
894b77f805bd94d2|water|42.863834|SP
5d79099fcdf499f1|water|82.9082|RJ, MG
21be9a4bd4f81549|water|0.21131265|PR
6449f44a102fde84|water|74.576324|SP
ff1418e8cc993fe8|water|99.377815|PR, RS
2d1b2a5ff364606f|water|5.098528|RJ
13168e6a2e6c84b4|water|93.50038|SC, RS
277a78fc05c8864a|water|86.02453|SP
9bb6dee73b8b0ca9|water|56.161797|BA, PA
ee26fc66b1369c76|water|14.585805|SC, MG
1145a30ff80745b5|water|85.76893|MG
cd3afef9b8b89558|water|36.735325|RS, PA
d4dd111a4fd97339|water|33.09248|TO, BA
426f990b332ef819|water|16.996588|RJ, RS
f52854cc99ae1c19|water|17.582642|TO, SC
f83630579d055dc5|water|7.872073|BA, RJ
e82c4b19b8151ddc|water|6.529597|SC
83691715fdc5baf2|water|2.5866184|BA, BA
b06f50d1f89bd8b2|water|65.06163|PR
48c3ec5c3a93a9e2|water|21.406158|PA, BA
fecf2c550171d319|water|32.01567|SC, TO
1175defd049d3301|water|49.996773|BA, PR
75e33da9b103b7b9|water|47.81934|SP
e354fd90b2d5c777|water|36.537373|MG, RJ
1b9812b99fe2672a|water|92.704414|SP
220a7f49d4240659|water|79.41833|TO, PA
