company_Id|product|product_price|company_state
d645920e395fedad|water|7.5623817|['PA', 'PR']
9fc3d7152ba9336a|water|93.27272|['BA', 'BA']
42a0e188f5033bc6|water|49.67389|['PA', 'PA']
2a79ea27c279e471|water|63.358604|['MG', 'SP']
2a79ea27c279e471|water|84.35444|['MG', 'SP']
3644a684f98ea8fe|water|77.1444|['RS', 'MG']
060ad92489947d41|water|9.984737|['BA', 'SP']
b6f0479ae87d2449|water|17.083183|['MG', 'RJ']
2421fcb1263b9530|water|95.39223|['MG', 'SP']
15d4e891d784977c|water|32.085632|['SP', 'SP']
49ae49a23f67c759|water|40.13239|['PA', 'SC']
e44fea3bec53bcea|water|56.740913|['RJ', 'RS']
c399862d3b9d6b76|water|99.953995|['PA', 'RJ']
258be18e31c81885|water|2.3981755|['SP', 'PA']
55743cc0393b1cb4|water|53.85318|['RS', 'PA']
3a835d3215755c43|water|76.19072|['MG', 'BA']
2dace78f80bc92e6|water|38.40288|['TO', 'TO']
4d5b995358e7798b|water|40.28201|['SC', 'TO']
b86e8d03fe992d1b|water|12.344786|['PA', 'MG']
e00406144c1e7e35|water|49.44413|['PA', 'BA']
bb04af0f7ecaee4a|water|75.67446|['PR', 'SC']
93fb9d4b16aa750c|water|100.56727|['SC', 'RJ']
d10ec7c16cbe9de8|water|47.757465|['TO', 'BA']
8d3369c4c086f236|water|60.761494|['MG', 'BA']
4fa7c62536118cc4|water|67.50108|['SP', 'RJ']
7b5b23f4aadf9513|water|78.59171|['PR', 'RJ']
0ed9422357395a0d|water|7.74969|['PR', 'PA']
571d3a9420bfd921|water|57.580887|['BA', 'SP']
70efba66d3d8d531|water|25.082956|['SP', 'SC']
5d79099fcdf499f1|water|82.9082|['RJ', 'MG']
ff1418e8cc993fe8|water|99.377815|['PR', 'RS']
13168e6a2e6c84b4|water|93.50038|['SC', 'RS']
9bb6dee73b8b0ca9|water|56.161797|['BA', 'PA']
ee26fc66b1369c76|water|14.585805|['SC', 'MG']
cd3afef9b8b89558|water|36.735325|['RS', 'PA']
d4dd111a4fd97339|water|33.09248|['TO', 'BA']
426f990b332ef819|water|16.996588|['RJ', 'RS']
f52854cc99ae1c19|water|17.582642|['TO', 'SC']
f83630579d055dc5|water|7.872073|['BA', 'RJ']
83691715fdc5baf2|water|2.5866184|['BA', 'BA']
48c3ec5c3a93a9e2|water|21.406158|['PA', 'BA']
fecf2c550171d319|water|32.01567|['SC', 'TO']
1175defd049d3301|water|49.996773|['BA', 'PR']
e354fd90b2d5c777|water|36.537373|['MG', 'RJ']
220a7f49d4240659|water|79.41833|['TO', 'PA']
b1300291698eaded|water|96.33755|['BA', 'PA']
0ebf197205c00fc6|water|100.92527|['RJ', 'SP']
e8bf0f27d70d480d|water|12.5251465|['SP', 'MG']
544a4f59f6915741|water|61.050266|['SC', 'MG']
0b6ace9e8971cf36|water|41.978302|['SC', 'PR']
818de4d2ec21cfcb|water|46.947823|['SP', 'BA']
9a85c12a21b76392|water|1.8296113|['RS', 'BA']
95c9d994f8d75d4d|water|38.209995|['BA', 'BA']
95c9d994f8d75d4d|water|86.13961|['BA', 'BA']
d2d2c6e2445eef2b|water|28.325865|['PR', 'RS']
9d752cb08ef466fc|water|17.360312|['SP', 'PA']
6d3a2d24eb109ddd|water|53.625523|['RS', 'PR']
1340ccf24722f02b|water|98.81429|['MG', 'SP']
bd22c2ef9e6f0fa9|water|50.993153|['SC', 'RJ']
b837305e43f7e535|water|42.543392|['RS', 'PR']
0e139b17a92b2df7|water|70.90819|['RS', 'PA']
ddf88ea64eaed0f3|water|41.868973|['SC', 'MG']
acf666483bc8723f|water|44.902687|['RJ', 'BA']
28659414dab9eca0|water|21.5459|['PR', 'SP']
f2708856060b3b50|water|47.655956|['PR', 'SC']
83eaa6722798a773|water|80.70426|['BA', 'BA']
c4414e538a5475ec|water|94.45326|['TO', 'PR']
f9ff6540c092abd6|water|93.95385|['BA', 'MG']
022400dffec5b447|water|22.195229|['RJ', 'PR']
ec1f764517b7ffb5|water|70.77953|['RS', 'SC']
f6a4f71e72dfe084|water|73.40578|['SP', 'RJ']
09a8a8976abcdfde|water|93.41136|['SP', 'BA']
