company_Id|product|product_price|company_state
04ecb1fa28506ccb|ketchup|100.71896|SC
eb6fdc36b281b7d5|ketchup|34.855362|SC, SP
d707329bece455a4|ketchup|100.51491|MG, SC
eddb904a6db77375|ketchup|43.210922|SC
7a6a74cbe87bc600|ketchup|78.12944|SC, RS
b29eed44276144e4|ketchup|21.194504|SC
cb79f8fa58b91d3a|ketchup|38.914974|SC, RJ
23d2e1578544b172|ketchup|21.105684|PA, SC
4ebd440d99504722|ketchup|52.935677|SC, RS
7fd804295ef7f6a2|ketchup|75.034355|RS, SC
a7789ef88d599b8d|ketchup|22.028374|SC, RS
17eb7ecc4c38e470|ketchup|48.41505|SC, RS
2974788b53f73e79|ketchup|60.344734|SP, SC
db68512896941514|ketchup|92.80587|BA, SC
86dba86754c0ad93|ketchup|59.855183|SC, RS
887a185b1a408019|ketchup|38.534065|TO, SC
e02a35b1563d0db5|ketchup|19.529858|SC, RS
aee1bc7fa5da061b|ketchup|21.16283|SC
f0f800c92d191d73|ketchup|34.14669|SC, SP
1a77befc3b608d6e|ketchup|92.52994|SC, PA
280cf18baf4311c9|ketchup|0.7835112|SC
